,kl_18_101,kl_101_18,kl_18_50,kl_50_18,ent_18,ent_50,ent_101,ce_18_101,ce_101_18,ce_18_50,ce_50_18,nll_18,nll_101,brier_18,brier_101
50,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
51,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
52,0.0013702210310094513,0.010108454064365112,0.021014404533051843,0.002404736938321556,0.01639603277252295,1e-05,0.026085181737004918,0.01725475770360037,0.03486804974612381,0.03502493848265655,0.0023166644663348388,0.002314977493887429,0.003598165640849185,1.0659576700766671e-05,2.1024169691297168e-05
53,0.0001,0.0001,0.0001,0.0001,1e-05,4.450578118375077e-05,1e-05,1e-05,1e-05,1e-05,5.099027122735591e-05,1.0000000494736474e-07,-0.0,4.1300296516055823e-14,0.0
54,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
55,0.0001,0.00010725720625580262,0.0001,0.0001,1e-05,1e-05,1.3993930372144261e-05,1e-05,3.031514203415877e-05,1e-05,1e-05,-0.0,9.500004512498481e-07,0.0,1.779687508474126e-12
56,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
57,0.0001594869176315793,0.00013891758153288108,0.0009457698339494368,0.005711839539254402,0.0010309257433099,0.005759603649077981,0.0006008258902878223,0.0010535130273167032,0.0006249438136906579,0.0018952859129690459,0.010812587325814848,0.00010085508570322283,5.424147104197631e-05,2.031400991864274e-08,5.507442280006103e-09
58,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
59,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
60,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
61,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.0000000494736474e-07,1.0000000494736474e-07,3.608224830031759e-14,2.6756374893466273e-14
62,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.0000000494736474e-07,-0.0,3.907985046680551e-14,0.0
63,0.025954510469926154,0.16308602389483962,0.04809304589009969,0.36829493958243575,0.0006656542215598844,0.1903417102406839,0.13496146462995887,0.02619126389379674,0.2727637723322512,0.04853363180062349,0.512828355141188,10.12630785610052,4.828655045541332,1.9998029195055247,1.933851084741475
64,0.422538346732517,0.4049250497948373,3.279703218684885,1.6114402222384179,0.5670182060481933,0.07714962707863754,0.7074607270400267,0.8237482254896022,0.9065773817551763,3.532719765011688,1.6295328891978298,4.163186023743548,11.996744894378706,1.6338469896088008,1.5009154439636327
65,0.0001,0.00010751821799923331,0.0001,0.0001,1e-05,1e-05,1.0285007757661679e-05,1e-05,2.9097140118652093e-05,1e-05,1e-05,-0.0,7.000002449647321e-07,0.0,8.22453216642316e-13
66,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,3.774758283725532e-15
67,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
68,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
69,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
70,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,1.1102230246251565e-15,0.0
71,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
72,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
73,0.0001,0.0001,0.0001,0.0001,1.5046156231661693e-05,1e-05,1e-05,1.8361225513761598e-05,1e-05,2.4335552208442733e-05,1e-05,9.500004512498481e-07,-0.0,1.432631790976302e-12,0.0
74,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,1.7763568394002505e-15,1.7763568394002505e-15
75,0.006219021500221089,0.0007974902122793561,0.006167968898453591,0.0007976102971852521,0.006280033809799068,1e-05,1e-05,0.011754057848916338,0.0007121110261315425,0.011710901729585365,0.0007097293185136227,0.0007078504670406521,3.6000006483257204e-07,8.596467518939832e-07,2.071676163950542e-13
76,0.0001,0.0001,0.0001,0.0001,1e-05,1.3743656701695676e-05,1e-05,1e-05,1e-05,1e-05,2.075817945807527e-05,-0.0,1.0000000494736474e-07,0.0,2.942091015256665e-14
77,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
78,5.830482035107486,0.7991825547983197,9.807813476184474,0.7646958604354606,0.7452767183512816,3.569640232572856e-05,0.2558556665558076,6.236773376828789,1.0548276639368244,10.197128340952627,0.7646209778248657,0.7646102719580155,0.07311546485208258,0.5613080168665162,0.0099278188865628
79,0.0001,0.00012886984086864526,0.0001,0.0001,1e-05,1e-05,6.677118053907687e-05,1e-05,0.00010185229336463251,1e-05,1e-05,1.0000000494736474e-07,5.000012500074423e-06,2.7533531010703882e-14,4.796019137387475e-11
80,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
81,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
82,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
83,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,2.400000287847015e-07,0.0,1.0491607582707729e-13
84,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
85,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
86,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
87,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
88,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
89,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
90,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
91,0.0001,0.00010489594739636323,0.0001,0.0001,1e-05,1e-05,2.9915439080689817e-05,1e-05,4.401260936250146e-05,1e-05,1e-05,-0.0,2.0000019999491555e-06,0.0,7.809641822120739e-12
92,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
93,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
94,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
95,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
96,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
97,0.0001266583401820097,0.00025554842593170313,0.00011480030753538541,0.00012119406641162128,0.00038440525444478674,0.000636549290416638,0.0007177721100730737,0.0004283115645293068,0.0008685493839742717,0.0003909153648940601,0.0006446635344593009,3.360056449261166e-05,6.090185448032266e-05,2.2075591354919766e-09,5.252550949741419e-09
98,0.0006447938696776151,0.004915641515304997,0.0001,0.0001,1e-05,2.960850824302118e-05,0.004732503953287232,0.0005555807252568597,0.009031288509238344,1e-05,3.587947262527609e-05,1.0000000494736474e-07,0.00055489392516206,1.8318679906315083e-14,6.127946253764449e-07
99,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,2.4424906541753444e-15
100,0.00010792223884344432,0.0001,0.00010498066676582598,0.0001,0.00010747832032077608,4.568359303278569e-05,1e-05,0.00012780505697095225,1.4404063102947822e-05,0.000123613754575003,4.841918591135551e-05,8.000032000178669e-06,5.000001249589083e-07,1.0114764581459212e-10,3.524958103184872e-13
101,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
102,0.02825051705922807,0.009436113682359772,0.017841518230838026,0.013345224543797173,0.051398930931081485,0.07036569845601683,0.05570520251209875,0.07598486413397634,0.062223566622020166,0.06470371483555226,0.07810245183441818,0.007141882638333053,0.009977479921700658,6.940394483445633e-05,0.0001970491012746045
103,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.0000000494736474e-07,-0.0,1.587618925213974e-14,0.0
104,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,3.3306690738754696e-15
105,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
106,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
107,0.0012240828289013864,0.015594211250467607,0.07082104194465007,1.2143937674132905,1e-05,0.24919413003816812,0.00882406743875555,0.001134128527454102,0.023199650118355016,0.07073107171459758,1.397600296052925,-0.0,0.0011340828289014085,0.0,2.568497960986349e-06
108,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
109,0.0001,0.00010505169912112724,0.0001,0.00017078946728237002,1e-05,4.67855939076202e-05,1.048742732735988e-05,1e-05,2.486331098660911e-05,1e-05,0.00012419904928586062,-0.0,7.000002449647321e-07,0.0,9.620082508376981e-13
110,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
111,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,4.440892098500626e-16
112,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
113,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
114,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
115,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
116,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
117,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,1.0000000494736474e-07,0.0,1.9761969838327786e-14
118,5.383926557667448,0.27235486405727904,2.943011658156988,0.27235257398214363,0.6024968750018591,2.5141262964234384e-05,1e-05,5.779014711795013,0.27226488110083436,3.3381003878235984,0.2722670865587867,0.27226486405727895,-0.0,0.10747035172131669,0.0
119,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
120,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
121,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
122,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
123,0.00010284685426511817,0.0001,0.0001,0.0001,1.5399504492656478e-05,1e-05,1e-05,2.7665687132827722e-05,1e-05,2.3425064582711e-05,1e-05,1.1000006049765637e-06,-0.0,2.1322943410950757e-12,0.0
124,0.00013516123431997295,0.0001,0.00013765759850109866,0.0001,4.396348104549147e-05,1e-05,1e-05,8.592472145371307e-05,1e-05,8.842108417934793e-05,1e-05,3.2000051199919183e-06,-0.0,2.0632162645028984e-11,0.0
125,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.0000000494736474e-07,-0.0,1.8762769116165146e-14,0.0
126,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
127,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
128,0.00011439374241586618,0.0001,0.0001401013527285218,0.0001,0.00011488218717312744,1e-05,9.734721907300503e-05,0.00014572649532416498,0.00010517250068100001,0.00017816393554134034,1e-05,8.340034778044451e-06,7.400027380125823e-06,9.575551462859266e-11,1.0213185852592233e-10
129,0.3128435427759875,3.34692495622673,0.0012716336568284667,0.010177400759613875,0.00033325983557464146,0.009453942738120263,0.7999125528700913,0.31286798476988364,3.918055144742682,0.0015224924452254495,0.018402206690962434,2.8970419638571676e-05,0.3127915739282497,1.6523722390360263e-09,0.11192586151856843
130,4.3094632132710595,11.790469536347269,0.00019952269772122036,0.0001,0.00011352540018269149,1e-05,0.08326522103183817,4.309411433596336,11.81574027196346,0.00023985810712920635,1e-05,13.862770733163975,6.762152255073796,1.999981412432944,1.9682215054981487
131,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
132,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
133,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
134,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
135,4.186721496179653,0.3839251515274969,0.5426864037802157,0.35312288169267014,0.6260130099649565,0.26508356408551453,1.0461703942788092e-05,4.5511994368042314,0.38383714972662836,0.9532333410203438,0.5192559653051924,0.38383612021253594,7.000002449647321e-07,0.20320786806182378,8.888445535149003e-13
136,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
137,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
138,0.00010259686304262538,0.0001,0.00010110805866062079,0.0001,1e-05,1e-05,1e-05,2.350902736993855e-05,1e-05,2.1708344549980306e-05,1e-05,6.000001800173254e-07,-0.0,6.769029781139579e-13,0.0
139,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
140,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
141,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
142,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
143,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
144,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
145,0.0001,0.0001,0.0001,0.0001,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-0.0,-0.0,0.0,0.0
